Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season,mvpLastSeason,mvpLast3Seasons,allNba1LastSeason,allNba1Last3Season,allNba2LastSeason,allNba2Last3Season,allNba3LastSeason,allNba3Last3Season,dpoyLastSeason,dpoyLast3Season,smoyLastSeason,smoyLast3Season,mipLastSeason,mipLast3Season,faSeason,contractAmt,contractTerm,Pos_C,Pos_C-PF,Pos_PF,Pos_PF-C,Pos_PF-SF,Pos_PG,Pos_PG-SG,Pos_SF,Pos_SF-C,Pos_SF-PF,Pos_SF-SG,Pos_SG,Pos_SG-PF,Pos_SG-PG,Pos_SG-SF,faType_RFA,faType_UFA,cap,contract%cap
Georges Niang,27,UTA,72,10,16.0,2.5,5.6,.437,1.7,4.1,.425,0.7,1.6,.469,.590,0.3,0.3,.957,0.4,2.1,2.4,0.8,0.3,0.1,0.7,1.6,6.9,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6765000.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.030089668546622306
Nerlens Noel,26,NYK,64,41,24.2,2.1,3.5,.614,0.0,0.0,.000,2.1,3.4,.623,.614,0.8,1.1,.714,2.2,4.2,6.4,0.7,1.1,2.2,1.0,2.8,5.1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27720000.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.08219616773711459
Frank Ntilikina,22,NYK,33,4,9.8,0.9,2.4,.367,0.7,1.5,.479,0.2,0.9,.194,.513,0.2,0.5,.444,0.2,0.8,0.9,0.6,0.5,0.1,0.3,1.4,2.7,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3825574.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.017015558560321668
Kendrick Nunn,25,MIA,56,44,29.5,5.7,11.8,.485,2.2,5.7,.381,3.5,6.0,.583,.578,1.0,1.1,.933,0.4,2.8,3.2,2.6,0.9,0.3,1.4,1.9,14.6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10250000.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.045590406888821676
David Nwaba,28,HOU,30,9,22.6,3.5,7.3,.486,0.6,2.1,.270,3.0,5.2,.574,.525,1.6,2.3,.691,1.3,2.6,3.9,1.0,1.0,0.7,0.6,2.0,9.2,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15000000.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,112414000.0,0.04447844574519188
Semi Ojeleye,26,BOS,56,15,17.0,1.6,3.9,.403,1.0,2.8,.367,0.6,1.1,.492,.534,0.4,0.6,.750,0.6,2.1,2.6,0.7,0.3,0.0,0.4,1.0,4.6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1789256.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.01591666518405181
Jahlil Okafor,25,DET,27,2,12.9,2.3,3.8,.618,0.1,0.3,.222,2.3,3.4,.656,.627,0.6,0.9,.708,0.9,1.6,2.4,0.5,0.2,0.2,0.8,1.4,5.4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2089448.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.018587079901079936
Victor Oladipo,28,TOT,33,33,32.7,7.1,17.5,.408,2.4,7.2,.326,4.8,10.2,.466,.476,3.2,4.2,.754,0.4,4.5,4.8,4.6,1.4,0.4,2.5,2.5,19.8,2021,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2389641.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.021257503513797214
Kelly Olynyk,29,TOT,70,62,28.5,4.8,10.0,.484,1.8,5.3,.342,3.0,4.7,.641,.574,2.1,2.5,.829,1.2,5.7,7.0,2.9,1.1,0.6,1.8,3.0,13.5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37195122.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.11029208105751953
Kelly Oubre Jr,25,GSW,55,50,30.7,5.8,13.2,.439,1.6,5.2,.316,4.1,8.0,.519,.501,2.2,3.2,.695,1.5,4.5,6.0,1.3,1.0,0.8,1.3,2.2,15.4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25000000.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,112414000.0,0.1111961143629797
Patrick Patterson,31,LAC,38,5,15.3,1.9,4.3,.436,1.1,2.9,.357,0.8,1.4,.604,.558,0.3,0.4,.765,0.5,1.5,2.0,0.8,0.4,0.2,0.3,1.2,5.2,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2641691.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.023499661963812337
Chris Paul,35,PHO,70,70,31.4,6.3,12.6,.499,1.5,3.7,.395,4.8,8.9,.543,.557,2.4,2.6,.934,0.4,4.1,4.5,8.9,1.4,0.3,2.2,2.4,16.4,2021,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,120000000.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.26687067447115126
Cameron Payne,26,PHO,60,1,18.0,3.2,6.6,.484,1.2,2.8,.440,2.0,3.8,.515,.576,0.8,0.9,.893,0.3,2.1,2.4,3.6,0.6,0.3,1.0,1.6,8.4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19000000.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.05633936461057638
Elfrid Payton,26,NYK,63,63,23.6,4.3,9.9,.432,0.4,1.6,.286,3.8,8.3,.460,.455,1.2,1.7,.682,1.0,2.4,3.4,3.2,0.7,0.1,1.6,1.8,10.1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2239544.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.019922287259594
Reggie Perry,20,BRK,26,0,8.1,1.2,3.0,.410,0.2,0.8,.190,1.1,2.2,.491,.436,0.4,0.5,.769,1.0,1.8,2.8,0.5,0.2,0.2,0.6,1.5,3.0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1489065.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.01324625936271283
Theo Pinson,25,NYK,17,0,2.0,0.1,0.5,.111,0.0,0.5,.000,0.1,0.1,1.000,.111,0.0,0.0,,0.0,0.3,0.3,0.1,0.0,0.0,0.1,0.2,0.1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1729217.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.015382576903232694
Otto Porter Jr,27,TOT,28,6,21.6,3.5,8.1,.432,1.4,3.7,.375,2.1,4.4,.480,.518,1.3,1.5,.857,1.0,4.4,5.4,2.0,0.6,0.1,0.9,1.5,9.7,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2389641.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,112414000.0,0.021257503513797214
Bobby Portis,25,MIL,66,7,20.8,4.7,9.1,.523,1.1,2.4,.471,3.6,6.7,.542,.585,0.8,1.1,.740,1.9,5.2,7.1,1.1,0.8,0.4,0.8,1.7,11.4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8912580.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.03964177059796822
Norman Powell,27,TOT,69,58,32.0,6.3,13.3,.477,2.5,6.0,.411,3.9,7.3,.532,.570,3.4,3.9,.871,0.6,2.5,3.1,1.9,1.2,0.3,1.7,2.3,18.6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90000000.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,112414000.0,0.16012240468269076
Chasson Randle,27,ORL,41,5,20.4,2.2,5.8,.388,1.1,3.2,.338,1.2,2.6,.449,.481,0.9,1.2,.792,0.2,1.8,2.0,1.8,0.5,0.1,1.1,1.6,6.5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1789256.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.01591666518405181
Austin Rivers,28,TOT,36,7,23.5,2.9,6.8,.424,1.5,4.1,.369,1.4,2.7,.510,.537,0.6,0.9,.710,0.2,2.1,2.3,2.3,0.8,0.1,1.0,1.8,7.9,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2401537.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.021363326631914176
Duncan Robinson,26,MIA,72,72,31.4,4.4,10.0,.439,3.5,8.5,.408,0.9,1.4,.625,.614,0.9,1.0,.827,0.1,3.4,3.5,1.8,0.6,0.3,1.1,2.5,13.1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90000000.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,112414000.0,0.16012240468269076
Rajon Rondo,34,TOT,45,3,17.1,2.1,4.8,.442,0.8,2.0,.404,1.3,2.8,.468,.526,0.4,0.4,.941,0.4,2.0,2.4,4.4,0.8,0.1,1.8,1.2,5.4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2641691.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.023499661963812337
Derrick Rose,32,TOT,50,3,25.6,5.7,12.2,.470,1.0,2.6,.388,4.7,9.6,.492,.511,2.2,2.5,.866,0.4,2.2,2.6,4.2,1.0,0.4,1.6,1.1,14.7,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43562189.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.1291718973318863
Dennis Schroder,27,LAL,61,61,32.1,5.4,12.5,.437,1.2,3.5,.335,4.3,9.0,.476,.484,3.4,4.0,.848,0.5,3.0,3.5,5.8,1.1,0.2,2.7,2.6,15.4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5890000.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.05239560908783603
Chris Silva,24,TOT,15,0,6.1,0.7,1.1,.625,0.1,0.1,1.000,0.6,1.0,.600,.656,0.7,1.0,.733,0.5,1.3,1.8,0.4,0.1,0.4,0.7,1.6,2.1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1669178.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.014848488622413579
Deividas Sirvydis,20,DET,20,0,6.7,0.7,2.0,.350,0.5,1.4,.357,0.2,0.6,.333,.475,0.2,0.3,.500,0.0,1.5,1.5,0.3,0.1,0.0,0.3,0.5,2.1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1669178.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.014848488622413579
Dennis Smith Jr,23,TOT,23,9,18.3,2.5,6.3,.400,0.8,2.5,.328,1.7,3.8,.448,.466,0.8,1.1,.731,0.5,1.9,2.4,3.3,1.0,0.6,1.1,1.6,6.7,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1789256.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.01591666518405181
Ish Smith,32,WAS,44,1,21.0,2.9,6.8,.434,0.4,1.1,.367,2.5,5.6,.448,.465,0.4,0.8,.576,0.5,2.9,3.4,3.9,0.7,0.3,0.9,1.4,6.7,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9225000.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.04103136619993951
Tony Snell,29,ATL,47,23,21.1,1.9,3.6,.515,1.3,2.3,.569,0.6,1.3,.419,.696,0.2,0.2,1.000,0.4,2.0,2.4,1.3,0.3,0.2,0.4,1.6,5.3,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2389641.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.021257503513797214
Cassius Stanley,21,IND,24,0,3.9,0.5,1.8,.302,0.1,0.5,.231,0.4,1.3,.333,.337,0.3,0.4,.778,0.3,0.5,0.8,0.0,0.0,0.1,0.0,0.6,1.5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1489065.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.01324625936271283
Max Strus,24,MIA,39,0,13.0,2.2,4.8,.455,1.3,3.8,.338,0.9,1.0,.897,.588,0.4,0.6,.667,0.1,0.9,1.1,0.6,0.3,0.1,0.2,1.1,6.1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3421816.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,112414000.0,0.01521970573060295
Garrett Temple,34,CHI,56,25,27.3,2.8,6.8,.415,1.2,3.6,.335,1.6,3.2,.503,.503,0.7,0.9,.800,0.5,2.3,2.9,2.2,0.8,0.5,1.0,2.3,7.6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15466500.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.04586172540786735
Daniel Theis,28,TOT,65,51,24.6,3.9,7.2,.541,0.8,2.3,.322,3.1,4.8,.646,.593,1.1,1.7,.673,1.4,4.0,5.5,1.7,0.6,0.9,1.0,2.6,9.6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35605510.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.07918388723824435
Gary Trent Jr,22,TOT,58,38,31.1,5.5,13.5,.408,2.8,7.4,.385,2.7,6.1,.435,.513,1.4,1.8,.783,0.5,2.2,2.6,1.4,1.0,0.2,0.7,1.6,15.3,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51840000.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,112414000.0,0.15371750849538313
PJ Tucker,35,TOT,52,33,26.1,1.3,3.4,.373,0.8,2.3,.336,0.5,1.1,.448,.486,0.4,0.5,.750,1.0,2.9,3.9,1.2,0.8,0.4,0.8,2.4,3.7,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14350000.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.06382656964435035
Denzel Valentine,27,CHI,62,3,16.7,2.5,6.7,.373,1.3,3.9,.331,1.2,2.8,.431,.469,0.3,0.3,.941,0.4,2.8,3.2,1.7,0.5,0.1,0.7,1.1,6.5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4133270.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.018384142544522926
Jarred Vanderbilt,21,MIN,64,30,17.8,2.2,3.7,.606,0.0,0.1,.200,2.2,3.6,.615,.608,0.9,1.6,.559,1.8,3.9,5.8,1.2,1.0,0.7,0.8,1.9,5.4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13122000.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,112414000.0,0.038909744337893855
Gabe Vincent,24,MIA,50,7,13.1,1.8,4.7,.378,0.9,3.0,.309,0.8,1.7,.500,.476,0.4,0.5,.870,0.2,0.9,1.1,1.3,0.4,0.0,0.7,1.6,4.8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3484855.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,112414000.0,0.015500093404736065
Moritz Wagner,23,TOT,45,24,16.0,2.3,5.1,.454,0.7,2.0,.341,1.6,3.1,.529,.522,1.6,1.9,.816,0.6,2.6,3.2,1.1,0.6,0.4,1.0,2.4,6.9,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3607937.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.016047543010657035
Kemba Walker,30,BOS,43,43,31.8,6.6,15.7,.420,3.0,8.2,.360,3.7,7.5,.486,.514,3.1,3.5,.899,0.4,3.6,4.0,4.9,1.1,0.3,2.0,1.4,19.3,2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,17894491.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.07959191470813244
Tremont Waters,23,BOS,26,3,9.2,1.3,3.2,.405,0.6,1.5,.395,0.7,1.8,.413,.494,0.6,0.7,.941,0.2,0.6,0.8,2.4,0.6,0.0,1.0,0.7,3.8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1669178.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.014848488622413579
Hassan Whiteside,31,SAC,36,4,15.2,3.5,6.2,.563,0.0,0.0,.000,3.5,6.2,.565,.563,1.1,2.2,.519,1.7,4.3,6.0,0.6,0.3,1.3,1.1,2.0,8.1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2401537.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.021363326631914176
Lou Williams,34,TOT,66,4,21.6,4.0,9.8,.410,1.0,2.6,.399,3.0,7.2,.414,.464,2.3,2.6,.867,0.3,1.8,2.1,3.4,0.7,0.1,1.6,0.9,11.3,2021,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5000000.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.04447844574519188
DJ Wilson,24,TOT,35,1,12.4,1.9,4.8,.405,0.9,2.5,.345,1.1,2.3,.469,.494,0.5,0.7,.680,0.6,2.6,3.2,0.7,0.3,0.5,0.6,1.3,5.2,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1789256.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.01591666518405181
Justise Winslow,24,MEM,26,1,19.5,2.8,8.1,.352,0.4,2.1,.185,2.5,6.0,.410,.376,0.8,1.3,.571,0.7,3.8,4.5,1.9,0.6,0.5,1.4,1.8,6.8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8000000.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,112414000.0,0.0355827565961535
Cody Zeller,28,CHO,48,21,20.9,3.8,6.8,.559,0.1,0.6,.143,3.7,6.2,.598,.565,1.8,2.5,.714,2.5,4.4,6.8,1.8,0.6,0.4,1.1,2.5,9.4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2389641.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.021257503513797214
